Date,Type,Réf. transaction,Moyen de paiement,Quantité,Description,Devise,Prix avant réduction,Réduction,Prix (TTC),Prix (HT),TVA,Taux de TVA,Compte
3 sept. 2025 16:40,Vente,TAAAXHBZY67,Mastercard - Débit,1,Lait végétal,EUR,0.50,0.00,0.50,0.42,0.08,20 %,admin@pingpang.paris
3 sept. 2025 18:05,Vente,TAAAXHC2AGY,Espèces,1,AARON Standard,EUR,35.00,0.00,35.00,29.17,5.83,20 %,admin@pingpang.paris
3 sept. 2025 18:05,Vente,TAAAXHC2AGY,Espèces,1,Happy Hour,EUR,10.00,5.00,5.00,4.16,0.84,20 %,admin@pingpang.paris
3 sept. 2025 18:05,Vente,TAAAXHC2AGY,Espèces,1,Play Peak Play One (Peak),EUR,30.00,15.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 sept. 2025 18:24,Vente,TAAAXHDABTL,Visa - Débit,2,Happy Hour,EUR,20.00,0.00,20.00,16.67,3.33,20 %,admin@pingpang.paris
3 sept. 2025 18:25,Vente,TAAAXHDADZT,Mastercard - Débit,1,Happy Hour,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
3 sept. 2025 18:55,Vente,TAAAXHDL3YC,Visa - Débit,3,Corona 50cl Corona,EUR,24.00,0.00,24.00,20.00,4.00,20 %,admin@pingpang.paris
3 sept. 2025 19:13,Vente,TAAAXHDSG47,Visa - Débit,1,Club Mate Cola ⚫️ Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 sept. 2025 19:45,Vente,TAAAXHD4ZBB,Visa - Débit,2,Corona 50cl Corona,EUR,16.00,0.00,16.00,13.33,2.67,20 %,admin@pingpang.paris
3 sept. 2025 20:12,Vente,TAAAXHEEXVD,Mastercard - Débit,3,Corona 50cl Corona,EUR,24.00,0.00,24.00,20.00,4.00,20 %,admin@pingpang.paris
3 sept. 2025 20:14,Vente,TAAAXHEFDZL,Espèces,1,Corona 25cl Corona,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
3 sept. 2025 20:56,Vente,TAAAXHETDG4,Espèces,1,ChariTea  Green,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 sept. 2025 20:56,Vente,TAAAXHETDG4,Espèces,1,Kombucha Archipel 🌈 Kombucha Cassissier,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 sept. 2025 20:59,Vente,TAAAXHETVPV,Mastercard - Débit,1,Ginger Beer Accent 🫚 Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 sept. 2025 20:59,Vente,TAAAXHETVPV,Mastercard - Débit,1,Kombucha Archipel 🌈 Kombucha framboisier,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 sept. 2025 22:11,Vente,TAAAXHFE6XS,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 sept. 2025 22:12,Vente,TAAAXHFFDC9,Visa - Débit,1,Corona 50cl Corona,EUR,8.00,0.00,8.00,6.67,1.33,20 %,admin@pingpang.paris
3 sept. 2025 22:12,Vente,TAAAXHFFF3L,Mastercard - Débit,1,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
3 sept. 2025 22:13,Vente,TAAAXHFFKLQ,Visa - Débit,1,Corona 50cl Corona,EUR,8.00,0.00,8.00,6.67,1.33,20 %,admin@pingpang.paris
3 sept. 2025 23:48,Vente,TAAAXHFZ74T,Visa - Débit,1,Banane bread Standard,EUR,4.90,2.45,2.45,2.04,0.41,20 %,admin@pingpang.paris
3 sept. 2025 23:48,Vente,TAAAXHFZ74T,Visa - Débit,1,Kombucha Archipel 🌈 Kombucha Cassissier,EUR,5.00,2.50,2.50,2.28,0.22,10 %,admin@pingpang.paris
3 sept. 2025 23:48,Vente,TAAAXHFZ74T,Visa - Débit,1,Évian Standard,EUR,2.50,1.25,1.25,1.13,0.12,10 %,admin@pingpang.paris
4 sept. 2025 14:00,Vente,TAAAXHL77YF,Visa - Débit,1,Café Latte Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 sept. 2025 14:00,Vente,TAAAXHL77YF,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
4 sept. 2025 14:09,Vente,TAAAXHMCGFQ,Visa - Débit,1,Banane bread Standard,EUR,4.90,2.45,2.45,2.04,0.41,20 %,admin@pingpang.paris
4 sept. 2025 15:01,Vente,TAAAXHMXN4Z,Mastercard - Crédit,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.38,3.42,3.10,0.32,10 %,admin@pingpang.paris
4 sept. 2025 15:01,Vente,TAAAXHMXN4Z,Mastercard - Crédit,1,Kombucha Archipel 🌈 Kombucha framboisier,EUR,5.00,0.50,4.50,4.10,0.40,10 %,admin@pingpang.paris
4 sept. 2025 15:34,Vente,TAAAXHNBV7Q,Visa - Débit,1,Play Off-Peak Play One (Off-Peak),EUR,20.00,0.00,20.00,16.67,3.33,20 %,admin@pingpang.paris
4 sept. 2025 15:34,Vente,TAAAXHNBV7Q,Visa - Débit,2,Évian Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 sept. 2025 15:36,Vente,TAAAXHNCGHN,Visa - Débit,1,Serre-poignet ACC Blanc,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 sept. 2025 15:36,Vente,TAAAXHNCGHN,Visa - Débit,1,Évian Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
4 sept. 2025 16:24,Vente,TAAAXHNURTB,Visa - Débit,2,Matcha latte,EUR,10.00,5.00,5.00,4.54,0.46,10 %,admin@pingpang.paris
4 sept. 2025 16:30,Vente,TAAAXHNXSMM,Espèces,1,Corona 50cl Corona,EUR,8.00,0.00,8.00,6.67,1.33,20 %,admin@pingpang.paris
4 sept. 2025 16:30,Vente,TAAAXHNXSMM,Espèces,1,Play Off-Peak Play Half (Off-Peak),EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 sept. 2025 16:58,Vente,TAAAXHPA3SH,Visa - Débit,1,Banane bread Standard,EUR,4.90,2.45,2.45,2.04,0.41,20 %,admin@pingpang.paris
4 sept. 2025 17:13,Vente,TAAAXHPGH2N,Mastercard - Crédit,1,Banane bread Standard,EUR,4.90,2.45,2.45,2.04,0.41,20 %,admin@pingpang.paris
4 sept. 2025 17:30,Vente,TAAAXHPN6XP,Visa - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
4 sept. 2025 17:30,Vente,TAAAXHPN6XP,Visa - Débit,1,Play Off-Peak Play Half (Off-Peak),EUR,10.00,5.00,5.00,4.16,0.84,20 %,admin@pingpang.paris
4 sept. 2025 17:30,Vente,TAAAXHPN6XP,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,7.50,7.50,6.25,1.25,20 %,admin@pingpang.paris
4 sept. 2025 17:31,Vente,TAAAXHPPBVM,Visa - Débit,1,PP SPLIT,EUR,12.50,0.00,12.50,10.42,2.08,20 %,admin@pingpang.paris
4 sept. 2025 17:47,Vente,TAAAXHPU49L,Visa - Débit,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
4 sept. 2025 17:47,Vente,TAAAXHPU49L,Visa - Débit,2,Évian Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 sept. 2025 18:00,Vente,TAAAXHP2HN9,Visa - Crédit,1,Corona 25cl Corona,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
4 sept. 2025 18:11,Vente,TAAAXHP7B6R,Mastercard - Débit,1,Iced Vanilla Foam Latte,EUR,6.50,3.25,3.25,2.71,0.54,20 %,admin@pingpang.paris
4 sept. 2025 18:12,Vente,TAAAXHP7L2F,Visa - Débit,1,Emerald Lemonade,EUR,6.00,3.00,3.00,2.50,0.50,20 %,admin@pingpang.paris
4 sept. 2025 20:06,Vente,TAAAXHRHUXT,Visa - Débit,1,Casquette,EUR,20.00,0.00,20.00,16.67,3.33,20 %,admin@pingpang.paris
4 sept. 2025 20:06,Vente,TAAAXHRHUXT,Visa - Débit,1,Kombucha Archipel 🌈 Kombucha framboisier,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
5 sept. 2025 12:14,Vente,TAAAXHXLPGB,Visa - Débit,1,Americano  Standard,EUR,3.50,3.50,0.00,0.00,0.00,10 %,admin@pingpang.paris
5 sept. 2025 12:14,Vente,TAAAXHXLPGB,Visa - Débit,1,Chocolat chaud,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
5 sept. 2025 16:24,Vente,TAAAXH2VQ4Z,Visa - Débit,1,Banane bread Standard,EUR,4.90,0.00,4.90,4.08,0.82,20 %,admin@pingpang.paris
5 sept. 2025 17:00,Vente,TAAAXH3FEVV,Espèces,1,Cookie MATCHA,EUR,4.00,2.00,2.00,1.82,0.18,10 %,admin@pingpang.paris
5 sept. 2025 17:35,Vente,TAAAXH3XQBV,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
5 sept. 2025 17:57,Vente,TAAAXH4BBLL,Mastercard - Débit,1,Kombucha Archipel 🌈 Kombucha Cassissier,EUR,5.00,0.75,4.25,3.87,0.38,10 %,admin@pingpang.paris
5 sept. 2025 17:57,Vente,TAAAXH4BBLL,Mastercard - Débit,1,Kombucha Archipel 🌈 Kombucha framboisier,EUR,5.00,0.75,4.25,3.87,0.38,10 %,admin@pingpang.paris
5 sept. 2025 18:11,Vente,TAAAXH4G3EE,Visa - Débit,1,ChariTea  Green,EUR,5.00,0.75,4.25,3.87,0.38,10 %,admin@pingpang.paris
5 sept. 2025 18:11,Vente,TAAAXH4G3EE,Visa - Débit,1,ChariTea  Red,EUR,5.00,0.75,4.25,3.87,0.38,10 %,admin@pingpang.paris
5 sept. 2025 18:13,Vente,TAAAXH4HQ7R,Visa - Débit,1,ChariTea  Black,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
5 sept. 2025 18:13,Vente,TAAAXH4HQ7R,Visa - Débit,1,China 🇨🇳 T-shirt M,EUR,39.00,0.00,39.00,32.50,6.50,20 %,admin@pingpang.paris
5 sept. 2025 19:49,Vente,TAAAXH6YLCA,Visa - Débit,1,Perrier 33cl  Standard,EUR,4.60,1.00,3.60,3.27,0.33,10 %,admin@pingpang.paris
5 sept. 2025 20:36,Vente,TAAAXH7P2X7,Mastercard - Débit,1,PP split,EUR,3.75,0.00,3.75,3.12,0.63,20 %,admin@pingpang.paris
5 sept. 2025 20:37,Vente,TAAAXH7P74E,Visa - Débit,1,PP split,EUR,3.75,0.00,3.75,3.12,0.63,20 %,admin@pingpang.paris
5 sept. 2025 20:37,Vente,TAAAXH7QCKX,Mastercard - Débit,1,PP split,EUR,3.75,0.00,3.75,3.12,0.63,20 %,admin@pingpang.paris
5 sept. 2025 20:37,Vente,TAAAXH7QG49,Mastercard - Débit,1,PP split,EUR,3.75,0.00,3.75,3.12,0.63,20 %,admin@pingpang.paris
5 sept. 2025 21:05,Vente,TAAAXH74PC7,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
5 sept. 2025 22:24,Vente,TAAAXH97HGM,Visa - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
5 sept. 2025 23:17,Vente,TAAAXKATA27,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
6 sept. 2025 12:56,Vente,TAAAXKGL7FU,Visa - Crédit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
6 sept. 2025 12:56,Vente,TAAAXKGL7FU,Visa - Crédit,1,Espresso ☕️ Standard,EUR,2.50,2.50,0.00,0.00,0.00,10 %,admin@pingpang.paris
6 sept. 2025 13:16,Vente,TAAAXKGZQRV,Espèces,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
6 sept. 2025 17:17,Vente,TAAAXKN9S6A,Espèces,1,Club Mate Cola ⚫️ Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
6 sept. 2025 17:17,Vente,TAAAXKN9S6A,Espèces,1,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
6 sept. 2025 17:17,Vente,TAAAXKN9S6A,Espèces,1,JUS DE FRUITS ORANGE 🍊,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
6 sept. 2025 21:19,Vente,TAAAXKTQLLG,Espèces,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
6 sept. 2025 21:32,Vente,TAAAXKTXMPB,Visa - Débit,1,Évian Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
6 sept. 2025 22:16,Vente,TAAAXKUL4HR,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
6 sept. 2025 23:10,Vente,TAAAXKVB7EP,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
7 sept. 2025 11:45,Vente,TAAAXKZ4ZFB,Visa - Débit,1,🥐 Sunday breakfast,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
7 sept. 2025 13:08,Vente,TAAAXK3BQKZ,Visa - Crédit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
7 sept. 2025 14:57,Vente,TAAAXK4ZX9Z,American Express - Crédit,1,Évian Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
7 sept. 2025 15:33,Vente,TAAAXK6MKD3,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
7 sept. 2025 16:17,Vente,TAAAXK7CYX9,Mastercard - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
7 sept. 2025 16:17,Vente,TAAAXK7CYX9,Mastercard - Débit,1,Café allongé Standard,EUR,3.00,3.00,0.00,0.00,0.00,10 %,admin@pingpang.paris
7 sept. 2025 16:17,Vente,TAAAXK7CYX9,Mastercard - Débit,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
7 sept. 2025 16:34,Vente,TAAAXK7MM9U,Visa - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
7 sept. 2025 16:34,Vente,TAAAXK7MM9U,Visa - Débit,1,Café allongé Standard,EUR,3.00,3.00,0.00,0.00,0.00,10 %,admin@pingpang.paris
7 sept. 2025 16:52,Vente,TAAAXK7VV23,Visa - Débit,1,JUS DE FRUITS ORANGE 🍊,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
7 sept. 2025 17:20,Vente,TAAAXK9CF7B,Visa - Débit,2,Ginger Beer Accent 🫚 Standard,EUR,10.00,0.00,10.00,9.09,0.91,10 %,admin@pingpang.paris
7 sept. 2025 17:30,Vente,TAAAXK9GGH4,Espèces,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
7 sept. 2025 17:38,Vente,TAAAXK9LC76,Espèces,1,Évian Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
7 sept. 2025 17:46,Vente,TAAAXK9PNH6,Espèces,1,Espresso ☕️ Standard,EUR,2.50,2.50,0.00,0.00,0.00,10 %,admin@pingpang.paris
7 sept. 2025 17:46,Vente,TAAAXK9PNH6,Espèces,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
7 sept. 2025 17:46,Vente,TAAAXK9PNH6,Espèces,1,Play Peak Play Half (Peak),EUR,15.00,7.50,7.50,6.25,1.25,20 %,admin@pingpang.paris
7 sept. 2025 17:46,Vente,TAAAXK9PNH6,Espèces,1,Play Peak Play One (Peak),EUR,30.00,15.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
7 sept. 2025 18:04,Vente,TAAAXK9VS9H,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
7 sept. 2025 18:13,Vente,TAAAXK9Z7DE,Espèces,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
7 sept. 2025 18:16,Vente,TAAAXK92UZ7,Visa - Crédit,1,Croissant / pain au chocolat Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
