Date,Type,Réf. transaction,Moyen de paiement,Quantité,Description,Devise,Prix avant réduction,Réduction,Prix (TTC),Prix (HT),TVA,Taux de TVA,Compte
2 janv. 2026 16:08,Vente,TAAAY9GHN2D,Visa - Débit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
2 janv. 2026 16:27,Vente,TAAAY9GP6HN,Mastercard - Crédit,2,Cidre Fils de pomme,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
2 janv. 2026 16:34,Vente,TAAAY9GRY7X,Visa - Débit,1,Play Off-Peak Play One (Off-Peak),EUR,20.00,0.00,20.00,16.67,3.33,20 %,admin@pingpang.paris
2 janv. 2026 16:42,Vente,TAAAY9GUHL3,Mastercard - Débit,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
2 janv. 2026 16:48,Vente,TAAAY9GXAAQ,Espèces,3,Club Mate Cola ⚫️ Standard,EUR,15.00,0.00,15.00,13.64,1.36,10 %,admin@pingpang.paris
2 janv. 2026 16:49,Vente,TAAAY9GXG3D,Mastercard - Débit,4,Cookie cloud 🍪,EUR,24.00,0.00,24.00,20.00,4.00,20 %,admin@pingpang.paris
2 janv. 2026 16:51,Vente,TAAAY9GX6DY,Mastercard - Débit,1,Cookie cloud 🍪,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
2 janv. 2026 16:51,Vente,TAAAY9GX6DY,Mastercard - Débit,1,LBF,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
2 janv. 2026 17:01,Vente,TAAAY9G2T4Q,Espèces,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
2 janv. 2026 17:06,Vente,TAAAY9G4DGN,Visa - Débit,2,Cookie cloud 🍪,EUR,12.00,0.00,12.00,10.00,2.00,20 %,admin@pingpang.paris
2 janv. 2026 17:20,Vente,TAAAY9HADQQ,Espèces,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
2 janv. 2026 17:48,Vente,TAAAY9HHXUL,Visa - Débit,1,Corona 50cl Corona,EUR,8.00,0.00,8.00,6.67,1.33,20 %,admin@pingpang.paris
2 janv. 2026 17:48,Vente,TAAAY9HHXUL,Visa - Débit,1,JUS DE FRUITS ORANGE 🍊,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
2 janv. 2026 17:51,Vente,TAAAY9HKUGS,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
2 janv. 2026 17:57,Vente,TAAAY9HMLMF,Mastercard - Débit,2,LBF,EUR,12.00,0.00,12.00,10.00,2.00,20 %,admin@pingpang.paris
2 janv. 2026 17:58,Vente,TAAAY9HMXQN,Espèces,1,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
2 janv. 2026 18:22,Vente,TAAAY9HUCCH,Visa - Débit,1,Happy Hour,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
2 janv. 2026 18:23,Vente,TAAAY9HUKZX,Mastercard - Débit,2,Club Mate Cola ⚫️ Standard,EUR,10.00,0.00,10.00,9.09,0.91,10 %,admin@pingpang.paris
2 janv. 2026 18:25,Vente,TAAAY9HU24Q,Espèces,1,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
2 janv. 2026 18:42,Vente,TAAAY9H2DLQ,Mastercard - Débit,2,Happy Hour,EUR,20.00,0.00,20.00,16.67,3.33,20 %,admin@pingpang.paris
2 janv. 2026 18:59,Vente,TAAAY9H7RRZ,Visa - Débit,1,Double Espresso ☕️ Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
2 janv. 2026 18:59,Vente,TAAAY9H7RRZ,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
2 janv. 2026 18:59,Vente,TAAAY9H7RRZ,Visa - Débit,1,Matcha latte,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
2 janv. 2026 19:05,Vente,TAAAY9KAAKZ,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
2 janv. 2026 19:05,Vente,TAAAY9KAAKZ,Visa - Débit,1,Évian Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
2 janv. 2026 19:15,Vente,TAAAY9KCQ9N,Espèces,1,Supplément pinte,EUR,3.00,0.00,3.00,2.50,0.50,20 %,admin@pingpang.paris
2 janv. 2026 19:52,Vente,TAAAY9KNT7L,Visa - Débit,1,Cookie MATCHA,EUR,4.00,2.00,2.00,1.82,0.18,10 %,admin@pingpang.paris
2 janv. 2026 20:46,Vente,"TAAAY9K3ZPX, TAAAY9K33FF","Mastercard - Débit, Mastercard - Débit",1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
2 janv. 2026 20:52,Vente,TAAAY9K6EEL,Visa - Débit,1,LBF,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
2 janv. 2026 22:01,Vente,TAAAY9LMQHE,Espèces,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
2 janv. 2026 22:04,Vente,TAAAY9LM6Z2,Espèces,1,Corona 25cl Corona,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
2 janv. 2026 22:04,Vente,TAAAY9LM6Z2,Espèces,1,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
2 janv. 2026 23:05,Vente,"TAAAY9LYYBQ, TAAAY9LY27U, TAAAY9LY7FG","Visa - Débit, Mastercard - Débit, Espèces",2,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,6.00,0.00,6.00,5.45,0.55,10 %,admin@pingpang.paris
2 janv. 2026 23:05,Vente,"TAAAY9LYYBQ, TAAAY9LY27U, TAAAY9LY7FG","Visa - Débit, Mastercard - Débit, Espèces",1,LBF,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
2 janv. 2026 23:05,Vente,"TAAAY9LYYBQ, TAAAY9LY27U, TAAAY9LY7FG","Visa - Débit, Mastercard - Débit, Espèces",1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
2 janv. 2026 23:39,Vente,TAAAY9L62B9,Visa - Débit,1,LBF,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
3 janv. 2026 11:02,Vente,TAAAY9NRUP9,Visa - Débit,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 11:02,Vente,TAAAY9NRUP9,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
3 janv. 2026 11:05,Vente,TAAAY9NSQ74,Visa - Débit,2,Americano  Standard,EUR,7.00,0.00,7.00,6.36,0.64,10 %,admin@pingpang.paris
3 janv. 2026 11:05,Vente,TAAAY9NSQ74,Visa - Débit,1,ChariTea  Green,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 11:24,Vente,TAAAY9NYE4P,Visa - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
3 janv. 2026 11:24,Vente,TAAAY9NYE4P,Visa - Débit,1,Germany 🇩🇪 T-shirt XL,EUR,39.00,0.00,39.00,32.50,6.50,20 %,admin@pingpang.paris
3 janv. 2026 11:24,Vente,TAAAY9NYE4P,Visa - Débit,1,Identité T-shirt Noir · M,EUR,50.00,0.00,50.00,41.67,8.33,20 %,admin@pingpang.paris
3 janv. 2026 11:24,Vente,TAAAY9NYE4P,Visa - Débit,1,Sweden 🇸🇪 T-shirt XL,EUR,39.00,39.00,0.00,0.00,0.00,20 %,admin@pingpang.paris
3 janv. 2026 11:42,Vente,TAAAY9N6HFS,Visa - Débit,1,Americano  Standard,EUR,3.50,0.00,3.50,3.18,0.32,10 %,admin@pingpang.paris
3 janv. 2026 11:49,Vente,TAAAY9N9QV4,Visa - Crédit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
3 janv. 2026 11:51,Vente,TAAAY9PAA33,Visa - Débit,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.00,3.80,3.45,0.35,10 %,admin@pingpang.paris
3 janv. 2026 12:13,Vente,TAAAY9PGXGB,Espèces,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 12:39,Vente,TAAAY9PR44D,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 janv. 2026 13:21,Vente,TAAAY9QANC7,Visa - Crédit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 janv. 2026 14:46,Vente,TAAAY9Q9F63,Visa - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
3 janv. 2026 14:46,Vente,TAAAY9Q9F63,Visa - Débit,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 15:09,Vente,TAAAY9RG2P9,Visa - Débit,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 15:09,Vente,TAAAY9RG2P9,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
3 janv. 2026 15:45,Vente,TAAAY9RXRCS,Visa - Débit,1,Americano  Standard,EUR,3.50,0.00,3.50,3.18,0.32,10 %,admin@pingpang.paris
3 janv. 2026 15:45,Vente,TAAAY9RXRCS,Visa - Débit,1,Hojicha Latte,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
3 janv. 2026 15:45,Vente,TAAAY9RXRCS,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
3 janv. 2026 15:54,Vente,TAAAY9R2VC4,Espèces,1,Banane bread,EUR,4.90,0.00,4.90,4.08,0.82,20 %,admin@pingpang.paris
3 janv. 2026 15:54,Vente,TAAAY9R2VC4,Espèces,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.00,3.80,3.45,0.35,10 %,admin@pingpang.paris
3 janv. 2026 16:03,Vente,TAAAY9R62DP,Visa - Débit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
3 janv. 2026 16:03,Vente,TAAAY9R62DP,Visa - Débit,1,JUS DE FRUITS ORANGE 🍊,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
3 janv. 2026 16:45,Vente,TAAAY9SN2EK,Espèces,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 janv. 2026 17:08,Vente,TAAAY9SXPB6,Visa - Crédit,1,Corona 25cl Corona,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
3 janv. 2026 17:08,Vente,TAAAY9SXPB6,Visa - Crédit,1,LBF,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
3 janv. 2026 18:18,Vente,TAAAY9TPNNN,Visa - Débit,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.00,3.80,3.45,0.35,10 %,admin@pingpang.paris
3 janv. 2026 18:18,Vente,TAAAY9TPNNN,Visa - Débit,1,Hojicha Latte,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
3 janv. 2026 18:18,Vente,TAAAY9TPNNN,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
3 janv. 2026 18:29,Vente,TAAAY9TSRUD,Visa - Débit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
3 janv. 2026 18:56,Vente,TAAAY9T23SB,Visa - Débit,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 18:56,Vente,TAAAY9T23SB,Visa - Débit,1,Corona 25cl Corona,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
3 janv. 2026 19:06,Vente,TAAAY9T6U96,Espèces,1,Cookie cloud 🍪,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
3 janv. 2026 19:34,Vente,TAAAY9UFG3B,Visa - Débit,1,ChariTea  Black,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 19:34,Vente,TAAAY9UFG3B,Visa - Débit,2,Corona 50cl Corona,EUR,16.00,0.00,16.00,13.33,2.67,20 %,admin@pingpang.paris
3 janv. 2026 19:34,Vente,TAAAY9UFG3B,Visa - Débit,1,Kombucha Archipel 🌈 Kombucha framboisier,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
3 janv. 2026 19:36,Vente,TAAAY9UF2YR,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 janv. 2026 19:45,Vente,TAAAY9UKDBV,Visa - Débit,1,Corona 50cl Corona,EUR,8.00,0.00,8.00,6.67,1.33,20 %,admin@pingpang.paris
3 janv. 2026 19:45,Vente,TAAAY9UKDBV,Visa - Débit,1,Violet Lemonade,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
3 janv. 2026 20:27,Vente,TAAAY9UV7XT,Visa - Débit,1,Montant personnalisé,EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 janv. 2026 21:31,Vente,TAAAY9VFDSN,Visa - Débit,1,Iced Matcha latte,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
3 janv. 2026 21:31,Vente,TAAAY9VFDSN,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
3 janv. 2026 21:33,Vente,TAAAY9VFQFL,Mastercard - Débit,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
3 janv. 2026 22:38,Vente,TAAAY9VU43G,Visa - Débit,1,Évian Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
3 janv. 2026 22:51,Vente,TAAAY9VYFMD,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
4 janv. 2026 10:04,Vente,TAAAY9YMZY2,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,2.25,12.75,10.62,2.13,20 %,admin@pingpang.paris
4 janv. 2026 10:12,Vente,TAAAY9YNPPF,Espèces,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
4 janv. 2026 10:22,Vente,TAAAY9YPL6V,Visa - Débit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
4 janv. 2026 10:22,Vente,TAAAY9YPL6V,Visa - Débit,1,JUS DE FRUITS ORANGE 🍊,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
4 janv. 2026 10:22,Vente,TAAAY9YPL6V,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
4 janv. 2026 10:54,Vente,TAAAY9YS7UB,Espèces,1,🥐 Sunday breakfast,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 janv. 2026 11:06,Vente,TAAAY9YUT62,Visa - Débit,1,Cookie cloud 🍪,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
4 janv. 2026 11:06,Vente,TAAAY9YUT62,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
4 janv. 2026 11:44,Vente,TAAAY9Y32K7,Visa - Débit,1,Cookie cloud 🍪,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
4 janv. 2026 11:44,Vente,TAAAY9Y32K7,Visa - Débit,2,Effect x Identité XMAS - noir M,EUR,100.00,0.00,100.00,83.33,16.67,20 %,admin@pingpang.paris
4 janv. 2026 11:44,Vente,TAAAY9Y32K7,Visa - Débit,1,Effect x Identité XMAS - noir XS,EUR,50.00,50.00,0.00,0.00,0.00,20 %,admin@pingpang.paris
4 janv. 2026 11:44,Vente,TAAAY9Y32K7,Visa - Débit,1,Japan 🇯🇵 T-shirt S,EUR,39.00,39.00,0.00,0.00,0.00,20 %,admin@pingpang.paris
4 janv. 2026 12:24,Vente,TAAAY9ZDYS2,Espèces,1,🥐 Sunday breakfast,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 janv. 2026 13:48,Vente,TAAAY9Z2DUC,Visa - Débit,1,Club Mate Cola ⚫️ Standard,EUR,5.00,0.50,4.50,4.10,0.40,10 %,admin@pingpang.paris
4 janv. 2026 13:48,Vente,TAAAY9Z2DUC,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,7.50,7.50,6.25,1.25,20 %,admin@pingpang.paris
4 janv. 2026 13:50,Vente,TAAAY9Z2RMS,Visa - Débit,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
4 janv. 2026 14:03,Vente,TAAAY9Z6RBN,Visa - Débit,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 janv. 2026 14:03,Vente,TAAAY9Z6RBN,Visa - Débit,1,Hojicha Latte,EUR,5.00,0.00,5.00,4.17,0.83,20 %,admin@pingpang.paris
4 janv. 2026 14:03,Vente,TAAAY9Z6RBN,Visa - Débit,1,Lait Végétal  Standard,EUR,0.50,0.00,0.50,0.45,0.05,10 %,admin@pingpang.paris
4 janv. 2026 14:36,Vente,TAAAY92FKMU,Espèces,1,Café Latte Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 janv. 2026 14:36,Vente,TAAAY92FKMU,Espèces,1,Café allongé Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
4 janv. 2026 14:36,Vente,TAAAY92FKMU,Espèces,3,Chocolat chaud,EUR,15.00,0.00,15.00,13.64,1.36,10 %,admin@pingpang.paris
4 janv. 2026 14:48,Vente,TAAAY92KE9E,Espèces,1,Café Latte Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 janv. 2026 14:48,Vente,TAAAY92KE9E,Espèces,1,Kombucha Archipel 🌈 Kombucha Cassissier,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 janv. 2026 15:31,Vente,TAAAY92XAD4,Visa - Crédit,1,Banane bread,EUR,4.90,0.00,4.90,4.08,0.82,20 %,admin@pingpang.paris
4 janv. 2026 15:31,Vente,TAAAY92XAD4,Visa - Crédit,1,Cookie CHOCOLAT,EUR,3.60,0.00,3.60,3.27,0.33,10 %,admin@pingpang.paris
4 janv. 2026 15:31,Vente,TAAAY92XAD4,Visa - Crédit,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.00,3.80,3.45,0.35,10 %,admin@pingpang.paris
4 janv. 2026 15:31,Vente,TAAAY92XAD4,Visa - Crédit,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
4 janv. 2026 15:42,Vente,TAAAY92Z7DZ,Espèces,1,Kombucha Archipel 🌈 Kombucha Cassissier,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 janv. 2026 16:15,Vente,TAAAY93CCPA,Espèces,1,Espresso ☕️ Standard,EUR,2.50,0.00,2.50,2.27,0.23,10 %,admin@pingpang.paris
4 janv. 2026 16:34,Vente,TAAAY93GVBP,Mastercard - Débit,1,JUS DE FRUITS MULTI FRUIT 🍍🍒🍑,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
4 janv. 2026 16:34,Vente,TAAAY93GVBP,Mastercard - Débit,1,LBF,EUR,6.00,0.00,6.00,5.00,1.00,20 %,admin@pingpang.paris
4 janv. 2026 16:41,Vente,TAAAY93KF4Q,Espèces,1,🔄 Replay,EUR,0.50,0.00,0.50,0.42,0.08,20 %,admin@pingpang.paris
4 janv. 2026 17:19,Vente,TAAAY93TYK4,Visa - Crédit,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
4 janv. 2026 17:20,Vente,TAAAY93T4S3,Espèces,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.00,3.80,3.45,0.35,10 %,admin@pingpang.paris
4 janv. 2026 17:42,Vente,TAAAY93ZQEQ,Visa - Débit,1,PP Split,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 janv. 2026 17:43,Vente,TAAAY93ZSLN,Visa - Débit,1,PP Split,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 janv. 2026 17:43,Vente,TAAAY93ZU6F,Visa - Débit,1,PP Split,EUR,10.00,0.00,10.00,8.33,1.67,20 %,admin@pingpang.paris
4 janv. 2026 17:47,Vente,TAAAY932MV2,Espèces,1,Banane bread,EUR,4.90,0.00,4.90,4.08,0.82,20 %,admin@pingpang.paris
4 janv. 2026 17:47,Vente,TAAAY932MV2,Espèces,1,Chocolat chaud,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
4 janv. 2026 18:16,Vente,TAAAY94AFNV,Espèces,1,Espresso ☕️ Standard,EUR,2.50,0.25,2.25,2.04,0.21,10 %,admin@pingpang.paris
4 janv. 2026 18:16,Vente,TAAAY94AFNV,Espèces,1,Play Peak 30 min Gold,EUR,15.00,1.50,13.50,11.25,2.25,20 %,admin@pingpang.paris
4 janv. 2026 18:26,Vente,TAAAY94CBTL,Espèces,1,Play Peak Play One (Peak),EUR,30.00,0.00,30.00,25.00,5.00,20 %,admin@pingpang.paris
4 janv. 2026 18:30,Vente,TAAAY94CVMB,Visa - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
4 janv. 2026 19:10,Vente,TAAAY94MCMZ,Mastercard - Crédit,2,Chocolat chaud,EUR,10.00,0.00,10.00,9.09,0.91,10 %,admin@pingpang.paris
4 janv. 2026 19:10,Vente,TAAAY94MCMZ,Mastercard - Crédit,3,Thé 🍵 Standard,EUR,13.50,0.00,13.50,12.27,1.23,10 %,admin@pingpang.paris
4 janv. 2026 20:16,Vente,TAAAY94ZFM6,Mastercard - Débit,1,Play Peak Play Half (Peak),EUR,15.00,0.00,15.00,12.50,2.50,20 %,admin@pingpang.paris
4 janv. 2026 20:40,Vente,TAAAY9444YF,Espèces,1,30 min Play Peak Gold,EUR,7.50,0.00,7.50,6.25,1.25,20 %,admin@pingpang.paris
5 janv. 2026 13:57,Vente,TAAAZAARTRL,Espèces,1,Play Off-Peak Play One (Off-Peak),EUR,20.00,0.00,20.00,16.67,3.33,20 %,admin@pingpang.paris
5 janv. 2026 14:03,Vente,TAAAZAATD7P,Espèces,1,Double Espresso ☕️ Standard,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
5 janv. 2026 15:02,Vente,TAAAZABCUEQ,Mastercard - Débit,1,Cappuccino Standard,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
5 janv. 2026 15:02,Vente,TAAAZABCUEQ,Mastercard - Débit,1,JUS DE FRUITS ORANGE 🍊,EUR,3.00,0.00,3.00,2.73,0.27,10 %,admin@pingpang.paris
5 janv. 2026 17:08,Vente,TAAAZACFRA4,Espèces,1,Club Mate Cola ⚫️ Standard,EUR,5.00,0.50,4.50,4.10,0.40,10 %,admin@pingpang.paris
5 janv. 2026 17:08,Vente,TAAAZACFRA4,Espèces,2,Espresso ☕️ Standard,EUR,5.00,0.50,4.50,4.10,0.40,10 %,admin@pingpang.paris
5 janv. 2026 17:10,Vente,TAAAZACF7CB,Mastercard - Débit,1,Chocolat chaud,EUR,5.00,0.00,5.00,4.55,0.45,10 %,admin@pingpang.paris
5 janv. 2026 17:10,Vente,TAAAZACF7CB,Mastercard - Débit,1,Cookie CHOCOLAT NOIX,EUR,3.80,0.00,3.80,3.45,0.35,10 %,admin@pingpang.paris
